No.,주문번호,상품명,상품번호,옵션명,"구	매	자",결제일자,주문상태,상품가격,건수,판매가격,결제수수료
220,21688953320,패턴 원피스,278017061,color: 그레이,"서	*	정",2015-02-16 21:55,구매확정,67000,1,67000,2578
221,21688974860,파스텔 코트,274029967,color: 소라,"서	*	정",2015-02-16 22:19,구매확정,79000,1,79000,3041
222,21789067430,라이트 스키니진,278040157,size: S,"서	*	정",2015-02-17 0:31,취소,47000,1,47000,1809
223,21789067080,슬림 슬랙스,273125800,color: 블랙 / size: S,"서	*	정",2015-02-17 0:31,구매확정,35000,1,35000,1309
224,21789094490,스트라이프 티셔츠,276030984,color: 네이비,"서	*	정",2015-02-17 1:32,구매확정,22000,1,22000,822
225,21789100060,플라워 OPS,272988024,color: 네이비,"김	*	빈",2015-02-17 1:49,반품,73000,1,73000,2730
226,21789162820,플라워 블루종,278364229,color: 네이비,"이	*	영",2015-02-17 9:17,구매확정,86000,1,86000,3216
227,21789166310,지그재그 스커트,277152474,color: 옐로우 / size: S,"이	*	영",2015-02-17 9:21,구매확정,49000,1,49000,1832
228,21789172600,로리 원피스,276469460,color: 소라,"정	*	래",2015-02-17 9:38,구매확정,58000,1,58000,2169
229,21789179990,슬림 슬랙스,273125800,color: 블랙 / size: S,"문	*	나",2015-02-17 9:54,구매확정,35000,1,35000,1309
230,21789219620,패턴 원피스,278017061,color: 핑크,"조	*	빈",2015-02-17 11:06,구매확정,67000,1,67000,386
231,21789247770,라이트 스키니진,278040157,size: S,"최	*	희",2015-02-17 11:47,취소,47000,1,47000,1757
232,21789247770,로리 원피스,276469460,color: 소라,"김	*	영",2015-02-17 11:47,구매확정,58000,1,58000,2169
233,21789287160,슬림 슬랙스,273125800,color: 블랙 / size: M,"김	*	영",2015-02-17 12:59,구매확정,35000,1,35000,1309
234,21789280560,스트라이프 티셔츠,276030984,color: 네이비,"정	*	옥",2015-02-17 13:11,구매확정,22000,1,22000,220
235,21789302710,로리 원피스,276469460,color: 소라,"이	*	옥",2015-02-17 13:28,구매확정,58000,1,58000,957
236,21688727730,슬림 5부 티셔츠,277160589,,"유	*	진",2015-02-17 18:44,구매확정,36000,1,36000,275
237,21688727730,패턴 원피스,278017061,color: 핑크,"윤	*	혜",2015-02-17 18:44,취소,67000,1,67000,275
238,21688727730,패턴 블라우스,273199995,color: 네이비,"손	*	화",2015-02-17 18:44,구매확정,49000,1,49000,275
239,21688727730,슬림 슬랙스,273125800,color: 블랙 / size: S,"김	*	영",2015-02-17 18:44,구매확정,35000,1,35000,275
240,21688727730,슬림 슬랙스,273125800,color: 카키 / size: S,"김	*	지",2015-02-17 18:44,취소,35000,1,35000,275
241,21688727730,롱 퍼프 가디건,277157817,color: 베이지,"김	*	희",2015-02-17 18:44,구매확정,73000,1,73000,275
242,21688727730,폴인 가디건,274292797,color: 베이지,"김	*	희",2015-02-17 18:44,취소,91000,1,91000,275
243,21789576740,슬림 슬랙스,273125800,color: 블랙 / size: M,"조	*	별",2015-02-17 21:25,구매확정,35000,1,35000,1309
244,21889679500,롱 퍼프 가디건,277157817,color: 베이지,"문	*	인",2015-02-18 0:26,취소,73000,1,73000,2729
245,21889682040,롱 퍼프 가디건,277157817,color: 베이지,"최	*	경",2015-02-18 0:31,구매확정,73000,1,73000,2729
246,21889784320,슬림 슬랙스,273125800,color: 블랙 / size: S,"류	*	하",2015-02-18 10:24,취소,35000,1,35000,1308
247,21688329080,슬림 슬랙스,273125800,color: 블랙 / size: S,"정	*	숙",2015-02-18 12:08,구매확정,35000,1,35000,282
248,21889849500,패치배색 야상,278162736,color: 카키,"나	*	애",2015-02-18 13:06,구매확정,76000,1,76000,275
249,21889962510,패턴 원피스,278017061,color: 핑크,"나	*	애",2015-02-18 17:31,구매확정,67000,1,67000,2505
250,21990215410,로리 원피스,276469460,color: 소라,"장	*	정",2015-02-19 3:01,구매확정,58000,1,58000,2169
251,21990492770,로리 원피스,276469460,color: 소라,"구	*	이",2015-02-19 19:22,취소,58000,1,58000,2169
252,21990510720,슬림 슬랙스,273125800,color: 블랙 / size: M,"한	*	혜",2015-02-19 19:56,구매확정,35000,1,35000,1347
253,21990519180,로리 원피스,276469460,color: 소라,"강	*	정",2015-02-20 9:20,구매확정,58000,1,58000,275
254,22090848540,에나멜 슬립온,274299515,color: 와인 / size: 240,"정	*	경",2015-02-20 12:15,취소,48000,1,48000,1795
255,22090865510,로리 원피스,276469460,color: 소라,"정	*	경",2015-02-20 12:44,구매확정,58000,1,58000,2169
256,22090880030,라이트 스키니진,278040157,size: M,"이	*	희",2015-02-20 13:13,구매확정,47000,1,47000,1757
257,22090927910,로리 원피스,276469460,color: 소라,"김	*	현",2015-02-20 14:25,구매확정,58000,1,58000,2169
258,22091180100,쟈가드 자켓,275180418,color: F,"박	*	선",2015-02-20 20:39,구매확정,81000,1,81000,3029
259,22091214880,로리 원피스,276469460,color: 소라,"김	*	이",2015-02-20 21:17,반품,58000,1,58000,2169
260,22091225350,슬림 슬랙스,273125800,color: 블랙 / size: S,"강	*	지",2015-02-20 21:29,구매확정,35000,1,35000,1309
261,22091311360,롱 퍼프 가디건,277157817,color: 아이보리,"정	*	혜",2015-02-20 23:02,구매확정,73000,1,73000,2730
262,22091311360,플라워 OPS,272988024,color: 네이비,"류	*	정",2015-02-20 23:02,구매확정,73000,1,73000,2730
263,22091310710,하프테니스 스커트,278363727,color: 네이비 / size: S,"김	*	진",2015-02-20 23:02,구매확정,42000,1,42000,1570
264,22191543090,이너단추 티셔츠,277625766,color: 그레이,"정	*	니",2015-02-21 10:16,구매확정,31000,1,31000,1159
265,22191632850,롱 퍼프 가디건,277157817,color: 베이지,"신	*	주",2015-02-21 12:16,반품,73000,1,73000,2730
266,22191832750,라이트 스키니진,278040157,size: M,"김	*	리",2015-02-21 15:55,반품,47000,1,47000,1756
267,22191996360,패턴 원피스,278017061,color: 핑크,"김	*	리",2015-02-21 18:50,구매확정,67000,1,67000,275
268,22191426560,스트라이프 티셔츠,276030984,color: 아이보리,"박	*	연",2015-02-21 19:45,구매확정,22000,1,22000,220
269,22191426560,스트라이프 티셔츠,276030984,color: 네이비,"박	*	연",2015-02-21 19:45,구매확정,22000,1,22000,220
270,22191426560,패턴 원피스,278017061,color: 핑크,"박	*	연",2015-02-21 19:45,구매확정,67000,1,67000,275
271,21990186690,롱 퍼프 가디건,277157817,color: 소라,"김	*	연",2015-02-21 19:58,구매확정,73000,1,73000,275
272,22192056440,패턴 원피스,278017061,color: 핑크,"정	*	진",2015-02-21 19:59,구매확정,67000,1,67000,2505
273,22192058170,로리 원피스,276469460,color: 소라,"노	*	아",2015-02-21 20:01,구매확정,58000,1,58000,2168
274,22192098450,패턴 원피스,278017061,color: 그레이,"최	*	영",2015-02-21 20:39,구매확정,67000,1,67000,2505
275,22192196850,패턴 원피스,278017061,color: 핑크,"이	*	혜",2015-02-21 21:59,구매확정,67000,1,67000,2505
276,22192310610,로리 원피스,276469460,color: 소라,"김	*	미",2015-02-21 23:27,구매확정,58000,1,58000,2233
277,22192317580,패턴 원피스,278017061,color: 핑크,"강	*	경",2015-02-21 23:32,구매확정,67000,1,67000,2579
278,22292428460,로리 원피스,276469460,color: 소라,"정	*	희",2015-02-22 1:29,구매확정,58000,1,58000,2169
279,22292628020,로리 원피스,276469460,color: 베이지,"김	*	주",2015-02-22 11:30,취소,58000,1,58000,2233
280,22292827370,슬림 슬랙스,273125800,color: 블랙 / size: S,"정	*	현",2015-02-22 14:44,구매확정,35000,1,35000,1309
281,22292974430,패턴 블라우스,273199995,color: 네이비,"이	*	정",2015-02-22 16:46,구매확정,49000,1,49000,1832
282,22293336640,로리 원피스,276469460,color: 소라,"우	*	일",2015-02-22 21:12,구매확정,58000,1,58000,2169
283,22293461850,스트라이프 티셔츠,276030984,color: 아이보리,"이	*	호",2015-02-22 22:10,취소,22000,1,22000,822
284,22293531090,스노우 원피스,277626325,color: 네이비,"김	*	현",2015-02-22 22:40,구매확정,64000,1,64000,2393
285,22293565670,로리 원피스,276469460,color: 소라,"천	*	영",2015-02-22 22:53,구매확정,58000,1,58000,2169
286,22394031120,플라워 OPS,272988024,color: 네이비,"강	*	신",2015-02-23 9:16,구매확정,73000,1,73000,2730
287,22394039210,파스텔 코트,274029967,color: 소라,"이	*	아",2015-02-23 9:23,구매확정,79000,1,79000,2953
288,22293216370,쟈가드 자켓,275180418,color: F,"김	*	라",2015-02-23 11:11,구매확정,81000,1,81000,275
289,22394355540,플라워 블루종,278364229,color: 아이보리,"백	*	미",2015-02-23 12:08,구매확정,86000,1,86000,3216
290,22394381270,로리 원피스,276469460,color: 소라,"장	*	림",2015-02-23 12:21,구매확정,58000,1,58000,2233
291,22394351610,슬림 슬랙스,273125800,color: 블랙 / size: M,"김	*	주",2015-02-23 13:35,구매확정,35000,1,35000,275
292,22394626670,로리 원피스,276469460,color: 소라,"이	*	미",2015-02-23 14:13,구매확정,58000,1,58000,2169
293,22394341390,라이트 스키니진,278040157,size: M,"김	*	수",2015-02-23 15:58,구매확정,47000,1,47000,275
294,22394885780,로리 원피스,276469460,color: 소라,"송	*	령",2015-02-23 16:04,구매확정,58000,1,58000,2169
295,22394950410,로리 원피스,276469460,color: 소라,"박	*	진",2015-02-23 16:34,구매확정,58000,1,58000,2168
296,22394978450,패턴 원피스,278017061,color: 핑크,"석	*	연",2015-02-23 16:47,구매확정,67000,1,67000,2505
297,22292625960,슬림 5부 티셔츠,277160589,,"김	*	영",2015-02-23 17:14,구매확정,36000,1,36000,275
298,22293408480,쟈가드 자켓,275180418,color: F,"권	*	현",2015-02-23 17:33,구매확정,81000,1,81000,277
299,22395069470,퍼프 리본 블라우스,279085441,color: 아이보리,"고	*	성",2015-02-23 17:34,구매확정,55000,1,55000,2057
300,22395143330,패턴 블라우스,273199995,color: 네이비,"최	*	선",2015-02-23 18:17,구매확정,49000,1,49000,1832
301,22395216440,라이트 스키니진,278040157,size: M,"김	*	아",2015-02-23 19:15,구매확정,47000,1,47000,1757
302,22395216440,로리 원피스,276469460,color: 베이지,"강	*	찬",2015-02-23 19:15,구매확정,58000,1,58000,2169
303,22395216440,로리 원피스,276469460,color: 소라,"이	*	지",2015-02-23 19:15,구매확정,58000,1,58000,2169
304,22395438000,롱 퍼프 가디건,277157817,color: 소라,"송	*	주",2015-02-23 21:47,구매확정,73000,1,73000,2729
305,22395438000,롱 퍼프 가디건,277157817,color: 베이지,"이	*	영",2015-02-23 21:47,구매확정,73000,1,73000,2729
306,22395504610,데미지데님 바지,273850913,size: S,"이	*	영",2015-02-23 22:22,구매확정,47000,1,47000,275
307,22395536560,슬림 슬랙스,273125800,color: 블랙 / size: S,"이	*	영",2015-02-23 22:36,구매확정,35000,1,35000,1309
308,22395687010,라이트 스키니진,278040157,size: M,"정	*	선",2015-02-23 23:55,구매확정,47000,1,47000,1757
309,22495853130,로리 원피스,276469460,color: 소라,"정	*	선",2015-02-24 2:44,구매확정,58000,1,58000,275
310,22495945170,패턴 원피스,278017061,color: 핑크,"이	*	음",2015-02-24 8:38,구매확정,67000,1,67000,2505
311,22496170160,단가라 크롭티셔츠,278157856,color: 그린,"김	*	솔",2015-02-24 11:34,구매확정,32000,1,32000,1196
312,22192078220,패턴 블라우스,273199995,color: 네이비,"오	*	비",2015-02-24 11:35,구매확정,49000,1,49000,275
313,22496132360,패턴 블라우스,273199995,color: 네이비,"임	*	선",2015-02-24 11:35,구매확정,49000,1,49000,275
314,22496197410,로리 원피스,276469460,color: 소라,"최	*	영",2015-02-24 11:48,구매확정,58000,1,58000,2168
315,22496198630,패턴 블라우스,273199995,color: 네이비,"김	*	",2015-02-24 11:49,구매확정,49000,1,49000,1886
316,22496233440,하프테니스 스커트,278363727,color: 네이비 / size: S,"마	*	화",2015-02-24 12:12,구매확정,42000,1,42000,1570
317,22496260870,로리 원피스,276469460,color: 베이지,"이	*	영",2015-02-24 12:31,구매확정,58000,1,58000,2169
318,22496196030,롱 퍼프 가디건,277157817,color: 베이지,"강	*	길",2015-02-24 13:20,구매확정,73000,1,73000,275
319,22496429870,플라워 OPS,272988024,color: 네이비,"김	*	미",2015-02-24 14:13,구매확정,73000,1,73000,2730
320,22496451400,이너단추 티셔츠,277625766,color: 그레이,"이	*	옥",2015-02-24 14:23,구매확정,31000,1,31000,1159
321,22496568150,로리 원피스,276469460,color: 소라,"허	*	수",2015-02-24 15:30,구매확정,58000,1,58000,2233
322,21789275220,슬림 슬랙스,273125800,color: 블랙 / size: S,"김	*	비",2015-02-24 16:34,구매확정,35000,1,35000,275
323,22495837760,쟈가드 자켓,275180418,color: F,"장	*	형",2015-02-24 17:19,구매확정,81000,1,81000,275
324,22496850440,슬림 슬랙스,273125800,color: 블랙 / size: S,"배	*	리",2015-02-24 18:39,구매확정,35000,1,35000,1047
325,22496887750,로리 원피스,276469460,color: 소라,"KA	*	BAOQI",2015-02-24 19:12,구매확정,58000,1,58000,2169
326,22496897690,패턴 원피스,278017061,color: 핑크,"김	*	나",2015-02-24 19:22,구매확정,67000,1,67000,2505
327,22496982650,로리 원피스,276469460,color: 소라,"정	*	지",2015-02-24 20:38,구매확정,58000,1,58000,2169
328,22497037240,패턴 블라우스,273199995,color: 네이비,"정	*	선",2015-02-24 21:15,구매확정,49000,1,49000,1832
329,22497090670,레터 티셔츠,278353110,color: 아이보리,"문	*	민",2015-02-24 21:50,구매확정,32000,1,32000,1196
330,22497189970,플라워 OPS,272988024,color: 네이비,"최	*	야",2015-02-24 22:51,구매확정,73000,1,73000,2730
331,22597383440,로리 원피스,276469460,color: 소라,"이	*	윤",2015-02-25 0:56,구매확정,58000,1,58000,2169
332,22496328610,패턴 원피스,278017061,color: 핑크,"김	*	모",2015-02-25 1:32,구매확정,67000,1,67000,275
333,22597543830,쟈가드 자켓,275180418,color: F,"표	*	선",2015-02-25 8:46,반품,81000,1,81000,3029
334,22597694950,롱 퍼프 가디건,277157817,color: 베이지,"소	*	화",2015-02-25 11:00,취소,73000,1,73000,275
335,22598081770,로리 원피스,276469460,color: 소라,"이	*	지",2015-02-25 15:00,구매확정,58000,1,58000,2169
336,22598219050,로리 원피스,276469460,color: 소라,"유	*	향",2015-02-25 16:27,구매확정,58000,1,58000,957
337,22598284880,패턴 블라우스,273199995,color: 네이비,"박	*	하",2015-02-25 17:11,구매확정,49000,1,49000,1832
338,22495938750,롱 퍼프 가디건,277157817,color: 베이지,"김	*	선",2015-02-25 17:41,구매확정,73000,1,73000,275
339,22598627050,슬림 슬랙스,273125800,color: 블랙 / size: M,"윤	*	연",2015-02-25 21:52,구매확정,35000,1,35000,275
340,22598695530,롱 퍼프 가디건,277157817,color: 베이지,"이	*	영",2015-02-25 22:33,구매확정,73000,1,73000,2730
341,22598789100,롱 퍼프 가디건,277157817,color: 베이지,"김	*	리",2015-02-25 23:30,구매확정,73000,1,73000,2730
342,22698846310,로리 원피스,276469460,color: 소라,"김	*	정",2015-02-26 0:07,구매확정,58000,1,58000,2169
343,22698990310,스트라이프 티셔츠,276030984,color: 아이보리,"왕	*	영",2015-02-26 12:39,구매확정,22000,1,22000,220
344,22699060980,패턴 블라우스,273199995,color: 네이비,"박	*	영",2015-02-26 12:46,구매확정,49000,1,49000,275
345,22699400790,토트 미니크로스백,279723061,color: 블랙,"김	*	선",2015-02-26 13:17,구매확정,42000,1,42000,1570
346,22699400790,토트 미니크로스백,279723061,color: 레드,"차	*	성",2015-02-26 13:17,구매확정,42000,1,42000,1570
347,22699486520,로리 원피스,276469460,color: 소라,"정	*	경",2015-02-26 14:10,구매확정,58000,1,58000,2169
348,22699573480,토트 미니크로스백,279723061,color: 레드,"정	*	경",2015-02-26 15:07,구매확정,42000,1,42000,1617
349,22699648440,로리 원피스,276469460,color: 소라,"홍	*	은",2015-02-26 16:02,반품,58000,1,58000,2168
350,22610057460,하프테니스 스커트,278363727,color: 아이보리 / size: M,"정	*	섭",2015-02-26 21:36,구매확정,42000,1,42000,1570
351,22610165420,슬림 슬랙스,273125800,color: 블랙 / size: S,"서	*	영",2015-02-26 22:52,구매확정,35000,1,35000,1309
352,22610242890,로리 원피스,276469460,color: 소라,"이	*	보",2015-02-26 23:45,반품,58000,1,58000,2169
353,22610257270,슬림 슬랙스,273125800,color: 블랙 / size: S,"이	*	미",2015-02-26 23:56,구매확정,35000,1,35000,1347
354,22710294070,스노우 원피스,277626325,color: 네이비,"김	*	인",2015-02-27 0:30,구매확정,64000,1,64000,2393
355,22710466030,패턴 원피스,278017061,color: 핑크,"함	*	옥",2015-02-27 8:48,취소,67000,1,67000,2505
356,22710489150,패치배색 야상,278162736,color: 베이지,"김	*	희",2015-02-27 9:23,구매확정,76000,1,76000,2842
357,22710504310,토트 미니크로스백,279723061,color: 블랙,"최	*	정",2015-02-27 9:40,구매확정,42000,1,42000,1570
358,22710517010,스노우 원피스,277626325,color: 아이보리,"박	*	진",2015-02-27 9:54,구매확정,64000,1,64000,2393
359,22710517010,로리 원피스,276469460,color: 소라,"최	*	경",2015-02-27 9:54,구매확정,58000,1,58000,2168
360,22710517010,패턴 원피스,278017061,color: 핑크,"한	*	진",2015-02-27 9:54,구매확정,67000,1,67000,2505
361,22710565960,롱 퍼프 가디건,277157817,color: 베이지,"한	*	진",2015-02-27 10:39,구매확정,73000,1,73000,2730
362,22710649210,라이트 스키니진,278040157,size: M,"한	*	진",2015-02-27 11:45,취소,47000,1,47000,1757
363,22710652600,라이트 스키니진,278040157,size: S,"김	*	희",2015-02-27 11:48,구매확정,47000,1,47000,1757
364,22710842600,워싱 스키니,276034220,size: 26,"박	*	숙",2015-02-27 14:21,구매확정,38000,1,38000,1463
365,22710985840,롱 퍼프 가디건,277157817,color: 베이지,"박	*	숙",2015-02-27 16:19,취소,73000,1,73000,2730
366,22710991670,롱 퍼프 가디건,277157817,color: 베이지,"황	*	영",2015-02-27 16:22,구매확정,73000,1,73000,2730
367,22711011490,로리 원피스,276469460,color: 소라,"김	*	정",2015-02-27 16:38,구매확정,58000,1,58000,2233
368,22711089110,심플핏 코트,275446643,color: 아이보리,"김	*	정",2015-02-27 17:50,구매확정,62000,1,62000,2318
369,21688727730,패턴 원피스,278017061,color: 핑크,"이	*	량",2015-02-17 18:44,취소,-67000,1,-67000,-275
370,21688727730,슬림 슬랙스,273125800,color: 카키 / size: S,"박	*	정",2015-02-17 18:44,취소,-35000,1,-35000,-275
371,22811467770,뒷트임 스커트,279090939,color: 네이비 / size: M,"이	*	희",2015-02-28 1:03,반품,52000,1,52000,1944
372,22811539820,튤 스커트,275924805,color: 아이보리 / size: S,"안	*	은",2015-02-28 5:11,구매확정,44000,1,44000,1694
373,22811553590,로리 원피스,276469460,color: 소라,"강	*	민",2015-02-28 7:14,구매확정,58000,1,58000,2169
374,22811593130,슬림 슬랙스,273125800,color: 블랙 / size: S,"김	*	진",2015-02-28 9:26,구매확정,35000,1,35000,1309
375,22811593130,슬림 5부 티셔츠,277160589,,"류	*	빈",2015-02-28 9:26,구매확정,36000,1,36000,1346
376,22811593130,롱 퍼프 가디건,277157817,color: 베이지,"이	*	현",2015-02-28 9:26,구매확정,73000,1,73000,2730
